"nom","annee","groupe","temp_RF_moy","pr_RF_total","neige_pct","gels_RF_total","SMOD_dayofyear","nb_jours_neige_printemps","nb_jours_neige_avril","nb_jours_neige_mai","NDSI_moy_printemps","NDSI_max_printemps","premier_jour_sans_neige","nb_episodes_printemps","pct_donnees_valides","soil_temp_upper_moy","soil_moisture_moy","swe_max","snow_depth_max","etp_total","humidity_moy","solar_radiation_moy","wind_speed_moy","SOD_modis","SMOD_modis","SCD","duree_saison","continuite","NDSI_moy_modis","NDSI_max_modis","NDSI_med","jour_pic_NDSI","vitesse_fonte","nb_redoux","LFD_nival"
"CADI_POP4",2012,"Autres sites",5.21771165718093,661.694954491804,15.1487870789341,104.285276389614,108,5,5,0,76.6,82,132,2,23,5.95792349726776,0.231366120218579,96.1,0.511,971.2,64.2852459016393,1679.12404371585,3.55327868852459,45,268,50,224,0.223214285714286,65.8,87,67.5,211,0.389706859877692,7,327
"CADI_POP4",2013,"Autres sites",4.59776512844657,782.811104754505,42.6106083459025,112.842306683103,146,9,5,4,61.2,77,113,6,23,4.53452054794521,0.248156164383562,320.6,1.148,830.7,68.6312328767123,1593.22109589041,3.47890410958904,83,221,68,139,0.489208633093525,68,86,70.5,118,0.11993181809294,4,315
"CADI_POP4",2014,"Autres sites",5.43336216945692,1018.88634477374,34.2836257309941,97.1032988597168,99,5,5,0,69,84,100,2,49.2,5.16219178082192,0.273679452054794,378.4,1.367,825.6,69.6706849315069,1555.85917808219,3.29890410958904,66,209,31,144,0.215277777777778,66.0967741935484,86,66,68,0.0497068947191992,10,313
"CADI_POP4",2015,"Autres sites",5.69755360269538,781.719762137862,14.0319548872181,98.9236493981346,87,0,0,0,NA,0,91,0,54.1,6.53671232876712,0.261476712328767,266.7,1.103,946.1,63.2328767123288,1578.06356164384,3.08794520547945,88,238,33,151,0.218543046357616,64.9090909090909,91,66,220,1.73991031390134,4,299
"CADI_POP4",2016,"Autres sites",3.62829869100981,803.35365939616,35.1664542744264,120.051318524854,116,7,7,0,57,91,109,4,36.1,5.89754098360656,0.247475409836066,156.4,0.494,861,67.0554644808743,1529.69043715847,2.93114754098361,44,225,67,182,0.368131868131868,70.2686567164179,91,73,179,0.625055465167875,7,320
"CADI_POP4",2017,"Autres sites",5.14731907712886,773.717746497946,34.3716931216931,104.708742155026,103,8,8,0,53.9,77,95,4,53.3,6.25671232876712,0.236802739726027,203.2,0.763,936.7,62.2723287671233,1595.22246575342,2.77506849315068,66,238,60,173,0.346820809248555,75.25,94,75,209,0.39263015551048,4,306
"CADI_POP4",2018,"Autres sites",4.68065837649007,1095.33039443473,44.5673076923077,108.797151260722,116,12,12,0,77.9,91,131,6,24.6,5.72712328767123,0.247602739726027,375.7,1.209,815.3,70.0139726027397,1467.62191780822,2.42246575342466,62,247,52,186,0.279569892473118,64,87,66,93,0.00543124250259068,12,326
"CADI_POP4",2019,"Autres sites",4.84068017008403,778.184058968809,31.6053391053391,105.480343329452,125,3,2,1,68.3,83,117,2,32.8,6.48328767123288,0.241216438356164,162.6,0.617,967.4,61.493698630137,1608.30136986301,2.7772602739726,64,227,59,164,0.359756097560976,65.6779661016949,86,67,155,0.217043954860083,7,319
"CADI_POP4",2020,"Autres sites",4.92039079919003,793.646229030229,29.1346153846154,98.9182269098204,105,2,2,0,59,60,120,2,32.8,6.63251366120219,0.27525956284153,278.7,1.109,860.5,66.7844262295082,1421.56967213115,2.71912568306011,90,235,32,146,0.219178082191781,63.875,79,67.5,104,0.00776530592473456,8,318
"CADI_POP4",2021,"Autres sites",4.67868107336578,640.531762646722,23.1675255572314,110.400576152227,113,2,2,0,60.5,79,91,2,39.3,5.84,0.245476712328767,160.3,0.715,831.8,67.2558904109589,1451.18164383562,2.80082191780822,64,216,26,153,0.169934640522876,62.5769230769231,84,64,103,0.045900510643181,7,NA
"EYNE_POP1",2000,"Autres sites",3.32173846087425,815.917374048999,36.038961038961,130.085443602143,115,5,5,0,66,76,127,5,21.7,6.77650273224044,0.234792349726776,66.8,0.248,911.7,62.5915300546448,1649.45956284153,2.21120218579235,47,235,39,189,0.206349206349206,67.7179487179487,82,68,157,0.136455472953363,4,331
"EYNE_POP1",2001,"Autres sites",3.28471147559973,705.988161584276,38.9316239316239,133.964326064898,113,3,3,0,65.3,73,92,3,27.9,6.6558904109589,0.232583561643836,116.6,0.466,915.7,62.9221917808219,1671.4,2.25260273972603,81,258,67,178,0.376404494382022,66.3880597014925,88,68,254,8.53846153846193,2,325
"EYNE_POP1",2002,"Autres sites",2.95389301105104,1034.97100956686,48.793740981241,134.558293769816,136,9,6,3,76.3,88,120,5,26.7,6.4041095890411,0.247482191780822,98.1,0.412,838,66.1284931506849,1591.80657534247,2.05342465753425,74,225,65,152,0.427631578947368,71.2923076923077,91,71,150,0.00786284657705624,0,327
"EYNE_POP1",2003,"Autres sites",3.06223027912957,1027.76882844748,46.4285714285714,130.093529807857,103,6,6,0,75.2,83,119,3,31.1,6.81424657534247,0.245016438356164,223.1,0.857,907.2,65.7665753424658,1634.46904109589,2.10958904109589,63,278,63,216,0.291666666666667,73.6507936507936,90,75,237,1.13529299119111,3,313
"EYNE_POP1",2004,"Autres sites",2.81660777210326,881.507423418841,54.6590909090909,142.27216483015,156,11,8,3,80,90,150,7,19.7,6.01803278688525,0.239743169398907,142.3,0.573,858.3,65.35,1624.64480874317,2.06857923497268,47,261,79,215,0.367441860465116,69.7974683544304,85,72,130,0.114858138666735,4,330
"EYNE_POP1",2005,"Autres sites",2.57404497489916,830.234430016034,48.3012820512821,133.505095285493,139,8,6,2,58.6,79,116,6,29.5,6.23808219178082,0.225169863013699,167.7,0.73,895,62.6915068493151,1641.66219178082,2.14739726027397,71,266,75,196,0.38265306122449,72.8133333333333,88,75,165,0.289216162532116,1,324
"EYNE_POP1",2006,"Autres sites",3.67046547330846,679.57345018069,39.9801587301587,116.732118122316,144,4,3,1,54.8,80,120,3,29.5,7.61616438356164,0.225402739726027,209.5,0.834,950.9,62.2367123287671,1638.38684931507,2.32301369863014,23,341,35,319,0.109717868338558,60.2285714285714,87,59,220,0.145228826218822,9,311
"EYNE_POP1",2007,"Autres sites",3.27212055116359,671.998672908128,30.0661375661376,127.459445147021,131,8,4,4,68.8,87,120,3,31.1,6.82054794520548,0.219021917808219,43.4,0.228,932.7,63.0504109589041,1699.31397260274,2.26739726027397,41,269,39,229,0.170305676855895,58.8974358974359,86,56,41,0.00752375551965661,8,316
"EYNE_POP1",2008,"Autres sites",2.79820080150934,933.191667228088,37.8952991452991,136.984455446208,147,11,9,2,63.9,79,120,7,23,6.29699453551913,0.230505464480874,78.2,0.349,860.1,66.1281420765027,1643.81775956284,2.03087431693989,69,248,68,180,0.377777777777778,76.5882352941177,90,78,177,0.0325557323719529,0,326
"EYNE_POP1",2009,"Autres sites",3.19881373782846,881.612298932127,44.2460317460317,131.591939844225,126,6,5,1,80.3,90,143,6,19.7,7.00821917808219,0.235506849315068,139.2,0.611,951.1,64.7164383561644,1665.63780821918,2.32602739726027,75,266,53,192,0.276041666666667,69.2075471698113,86,69,262,NA,2,322
"EYNE_POP1",2010,"Autres sites",1.83830077968209,975.771969950038,48.5347985347985,144.67341489303,144,12,6,6,69.1,86,119,10,23,5.47561643835616,0.242427397260274,99.4,0.509,845.6,68.1506849315068,1590.43808219178,2.56876712328767,56,239,45,184,0.244565217391304,64.9111111111111,89,67,201,1.06304379884973,8,328
"EYNE_POP1",2011,"Autres sites",3.8446193841675,885.693932059784,39.6212121212121,122.469333585547,117,6,6,0,60.5,89,99,2,41,7.37506849315068,0.229915068493151,78.9,0.4,929.9,66.7093150684932,1667.62082191781,2.40794520547945,69,253,73,185,0.394594594594595,68.9315068493151,90,70,239,NA,0,327
"EYNE_POP1",2012,"Autres sites",3.36928770505948,659.553569408546,46.771978021978,125.902689290558,131,4,3,1,64,90,132,4,26.2,7.23579234972678,0.224295081967213,40.7,0.247,971,63.1543715846995,1634.50655737705,2.7068306010929,31,277,59,247,0.238866396761134,69.3728813559322,89,71,106,0.0160048972293063,6,328
"EYNE_POP1",2013,"Autres sites",2.50410734691476,1014.28448519054,51.3888888888889,142.659149335905,155,15,11,4,72.7,86,132,10,27.9,6.40356164383562,0.246301369863014,137.9,0.606,858.5,67.3594520547945,1549.24136986301,2.79808219178082,66,274,68,209,0.325358851674641,74.0294117647059,91,76,221,0.112127431733001,4,323
"EYNE_POP1",2014,"Autres sites",3.31213660337137,1079.74474082954,43.8161375661376,125.9803092171,152,7,5,2,72.3,91,105,7,24.6,6.78739726027397,0.259723287671233,198.9,0.739,842.6,69.2095890410959,1539.41260273973,2.61753424657534,64,240,59,177,0.333333333333333,75.6610169491525,92,77,114,0.0607307223701373,1,332
"EYNE_POP1",2015,"Autres sites",3.68409949913762,901.796893447293,40.2083333333333,116.954808613506,118,7,7,0,72.4,86,124,3,41,7.77917808219178,0.243745205479452,95.2,0.394,946.9,63.3347945205479,1584.82657534247,2.32054794520548,83,247,37,165,0.224242424242424,66.3513513513514,88,66,220,0.963333333333333,4,299
"EYNE_POP1",2016,"Autres sites",2.36395854293441,829.510698440613,38.5185185185185,145.262607030175,125,8,6,2,65.8,88,117,6,34.4,7.16120218579235,0.239013661202186,55,0.245,865.6,67.1191256830601,1531.70464480874,2.06584699453552,67,261,66,195,0.338461538461538,67.6666666666667,90,70,174,0.280448159758505,4,332
"EYNE_POP1",2017,"Autres sites",3.3931732016528,926.270292230823,42.2540726817043,129.821077020271,139,11,9,2,60.5,74,103,9,48.3,7.35561643835616,0.241934246575342,103,0.432,951.2,62.918904109589,1601.15315068493,2.35808219178082,17,253,56,237,0.236286919831224,74.125,92,75.5,230,1.11282051282051,3,329
"EYNE_POP1",2018,"Autres sites",3.17382764380752,1332.16512526918,53.234126984127,127.750934902182,131,13,11,2,78,92,146,6,23,6.72,0.252465753424658,188.7,0.662,840.1,69.666301369863,1486.41479452055,2.34191780821918,61,285,47,225,0.208888888888889,65.531914893617,85,68,72,0.0758599584744541,10,326
"EYNE_POP1",2019,"Autres sites",3.6013327381828,843.297015831691,40.6166591692907,126.692515169418,163,3,2,1,70,74,120,2,26.2,7.66684931506849,0.245597260273973,97.6,0.385,1008.2,61.081095890411,1680.28164383562,2.54657534246575,12,242,64,231,0.277056277056277,69.46875,87,71.5,119,0.179415799129024,4,332
"EYNE_POP1",2020,"Autres sites",3.45150987009081,1142.54309511415,41.8748338649654,125.886631187678,120,4,4,0,54.2,68,106,2,34.4,7.9879781420765,0.275112021857923,204.1,0.843,908.9,66.1830601092896,1522.48196721311,2.21475409836066,26,224,42,199,0.21105527638191,69.9047619047619,87,71,107,0.0423200168098127,5,322
"EYNE_POP1",2021,"Autres sites",2.96209920983653,793.992057877508,33.2506613756614,133.402309281391,102,1,1,0,73,73,91,1,31.1,7.24931506849315,0.24587397260274,146.5,0.754,885.9,65.6613698630137,1546.78465753425,2.29013698630137,74,238,72,165,0.436363636363636,73.2361111111111,90,74.5,108,0.111009137704002,2,NA
"EYNE_POP2",2000,"Autres sites",4.41749914252608,805.227752145017,15.4473304473304,105.6074620102,106,3,3,0,58.3,61,109,3,21.7,6.77650273224044,0.234792349726776,66.8,0.248,911.7,62.5915300546448,1649.45956284153,2.21120218579235,47,235,27,189,0.142857142857143,62,77,62,157,0.0877431026684762,5,317
"EYNE_POP2",2001,"Autres sites",4.13777841896525,712.018261666123,29.1300366300366,102.957701252687,113,1,1,0,74,74,91,1,29.5,6.6558904109589,0.232583561643836,116.6,0.466,915.7,62.9221917808219,1671.4,2.25260273972603,81,229,45,149,0.302013422818792,62.4222222222222,85,62,92,0.0582425942747199,5,324
"EYNE_POP2",2002,"Autres sites",3.90358699136569,997.034126744089,34.6455627705628,102.785988974951,107,2,2,0,79.5,82,111,2,26.7,6.4041095890411,0.247482191780822,98.1,0.412,838,66.1284931506849,1591.80657534247,2.05342465753425,77,222,47,146,0.321917808219178,62.8723404255319,79,63,99,0.0415883632222761,3,317
"EYNE_POP2",2003,"Autres sites",4.48255822325289,970.488253762903,35.6984681984682,104.201741553472,100,3,3,0,56.3,61,97,2,29.5,6.81424657534247,0.245016438356164,223.1,0.857,907.2,65.7665753424658,1634.46904109589,2.10958904109589,85,256,51,172,0.296511627906977,66.9411764705882,85,67,155,0.085536105624848,4,279
"EYNE_POP2",2004,"Autres sites",3.74732787297202,851.836621535871,42.9703282828283,116.859543278307,134,7,6,1,65.7,82,137,4,18,6.01803278688525,0.239743169398907,142.3,0.573,858.3,65.35,1624.64480874317,2.06857923497268,73,260,67,188,0.356382978723404,66.5671641791045,90,67,109,0.0201446804811735,2,319
"EYNE_POP2",2005,"Autres sites",3.6174264136753,814.06450466297,41.9434731934732,108.590039311155,138,3,2,1,63,75,115,2,31.1,6.23808219178082,0.225169863013699,167.7,0.73,895,62.6915068493151,1641.66219178082,2.14739726027397,77,225,67,149,0.449664429530201,66.7313432835821,84,68,158,0.395175992663443,2,314
"EYNE_POP2",2006,"Autres sites",4.79289986254158,665.510252658427,27.9151404151404,103.029272117938,103,2,2,0,55.5,57,109,2,37.7,7.61616438356164,0.225402739726027,209.5,0.834,950.9,62.2367123287671,1638.38684931507,2.32301369863014,104,251,10,148,0.0675675675675676,58.5,82,56,220,NA,5,279
"EYNE_POP2",2007,"Autres sites",4.46936600164449,651.002104287226,7.06018518518519,99.5135586213202,129,2,1,1,63.5,82,112,2,34.4,6.82054794520548,0.219021917808219,43.4,0.228,932.7,63.0504109589041,1699.31397260274,2.26739726027397,41,225,13,185,0.0702702702702703,52.3846153846154,82,49,41,0.0496655136936878,7,313
"EYNE_POP2",2008,"Autres sites",4.06426361132218,918.54085572713,22.008547008547,104.069182567794,103,3,3,0,59,71,98,2,23,6.29699453551913,0.230505464480874,78.2,0.349,860.1,66.1281420765027,1643.81775956284,2.03087431693989,70,248,56,179,0.312849162011173,68.4464285714286,88,70,235,2.15748031496065,3,326
"EYNE_POP2",2009,"Autres sites",4.17936606100165,819.094565618077,35.0529100529101,114.647881013774,126,5,4,1,77.2,88,132,5,21.3,7.00821917808219,0.235506849315068,139.2,0.611,951.1,64.7164383561644,1665.63780821918,2.32602739726027,118,258,31,141,0.219858156028369,66.2903225806452,84,67,249,1.31147540983607,2,321
"EYNE_POP2",2010,"Autres sites",3.39098481933622,961.329978453804,35.4062604062604,111.046606786169,136,3,0,3,72.3,84,95,3,21.3,5.47561643835616,0.242427397260274,99.4,0.509,845.6,68.1506849315068,1590.43808219178,2.56876712328767,79,214,31,136,0.227941176470588,62.258064516129,88,62,201,1.48401826484019,6,297
"EYNE_POP2",2011,"Autres sites",4.75442817762045,865.30995619131,21.9323731823732,96.7494391922085,92,1,1,0,66,66,95,1,42.6,7.37506849315068,0.229915068493151,78.9,0.4,929.9,66.7093150684932,1667.62082191781,2.40794520547945,69,211,19,143,0.132867132867133,56.8421052631579,86,55,207,NA,9,323
"EYNE_POP2",2012,"Autres sites",4.25782128370402,634.613301643863,16.8289580789581,107.4657757298,89,0,0,0,NA,0,92,0,27.9,7.23579234972678,0.224295081967213,40.7,0.247,971,63.1543715846995,1634.50655737705,2.7068306010929,45,245,40,201,0.199004975124378,63.575,86,64,188,0.441215718297516,4,327
"EYNE_POP2",2013,"Autres sites",3.44708871230739,994.574566087799,39.484126984127,114.165641619893,123,5,4,1,52.4,61,105,5,24.6,6.40356164383562,0.246301369863014,137.9,0.606,858.5,67.3594520547945,1549.24136986301,2.79808219178082,81,269,65,189,0.343915343915344,71.1692307692308,86,72,104,0.103743286282397,3,301
"EYNE_POP2",2014,"Autres sites",4.60603540616308,1030.94521833167,34.5316142191142,99.7290237103915,147,4,3,1,53.5,64,106,4,27.9,6.78739726027397,0.259723287671233,198.9,0.739,842.6,69.2095890410959,1539.41260273973,2.61753424657534,96,218,37,123,0.300813008130081,59.8378378378378,84,60,208,3.24175824175826,5,313
"EYNE_POP2",2015,"Autres sites",4.76748900597639,864.797076597979,23.6742424242424,99.8954384516725,96,1,1,0,50,50,95,1,42.6,7.77917808219178,0.243745205479452,95.2,0.394,946.9,63.3347945205479,1584.82657534247,2.32054794520548,83,224,22,142,0.154929577464789,57.2272727272727,72,58.5,219,NA,5,297
"EYNE_POP2",2016,"Autres sites",3.51120632758957,798.585246977736,22.1158008658009,113.26481754174,102,2,2,0,61.5,72,109,2,32.8,7.16120218579235,0.239013661202186,55,0.245,865.6,67.1191256830601,1531.70464480874,2.06584699453552,85,243,50,159,0.314465408805031,64.1,89,64,172,0.185113336646152,4,320
"EYNE_POP2",2017,"Autres sites",4.7447950127441,903.199496912979,31.0363247863248,100.523944420439,121,4,3,1,61,70,98,4,43.3,7.35561643835616,0.241934246575342,103,0.432,951.2,62.918904109589,1601.15315068493,2.35808219178082,95,244,46,150,0.306666666666667,67.2173913043478,93,69.5,209,0.120527961097603,3,304
"EYNE_POP2",2018,"Autres sites",4.17184046348538,1301.15223321216,40.7465764083411,103.770213578816,122,9,8,1,69.2,84,116,5,21.3,6.72,0.252465753424658,188.7,0.662,840.1,69.666301369863,1486.41479452055,2.34191780821918,61,225,25,165,0.151515151515152,60.52,82,60,159,0.0204274041483343,6,326
"EYNE_POP2",2019,"Autres sites",4.55524632518983,818.47775487598,23.8497150997151,102.012228142346,103,2,2,0,62.5,65,117,1,27.9,7.66684931506849,0.245597260273973,97.6,0.385,1008.2,61.081095890411,1680.28164383562,2.54657534246575,76,194,43,119,0.361344537815126,66.2093023255814,88,66,158,0.24036767767351,5,286
"EYNE_POP2",2020,"Autres sites",4.41236302137465,1113.08136870722,30.3724747474747,99.7345130239571,72,0,0,0,NA,30,94,0,39.3,7.9879781420765,0.275112021857923,204.1,0.843,908.9,66.1830601092896,1522.48196721311,2.21475409836066,90,177,23,88,0.261363636363636,63.3478260869565,83,65,91,0.0733766233766232,4,308
"EYNE_POP2",2021,"Autres sites",3.92598724752308,698.555249836417,23.5653235653236,110.269862650391,55,0,0,0,NA,0,91,0,31.1,7.24931506849315,0.24587397260274,146.5,0.754,885.9,65.6613698630137,1546.78465753425,2.29013698630137,74,237,59,164,0.359756097560976,64.0508474576271,85,65,108,0.0541197504946914,6,NA
"EYNE_POP3",2000,"Autres sites",3.94854055102633,783.969341064909,16.7748917748918,102.852534754608,109,4,4,0,49,54,129,4,21.7,6.77650273224044,0.234792349726776,66.8,0.248,911.7,62.5915300546448,1649.45956284153,2.21120218579235,47,235,24,189,0.126984126984127,56.625,72,53.5,156,0.0466862341284646,6,317
"EYNE_POP3",2001,"Autres sites",4.06972418176793,707.983500214756,28.0856180856181,98.6679174220111,113,1,1,0,69,69,91,1,32.8,6.6558904109589,0.232583561643836,116.6,0.466,915.7,62.9221917808219,1671.4,2.25260273972603,73,229,43,157,0.273885350318471,60.2325581395349,77,59,82,0.0198133579391951,11,324
"EYNE_POP3",2002,"Autres sites",3.66441538809512,964.631679589391,30.3315556992028,100.558095313405,107,2,2,0,74.5,76,111,2,28.3,6.4041095890411,0.247482191780822,98.1,0.412,838,66.1284931506849,1591.80657534247,2.05342465753425,77,222,42,146,0.287671232876712,59.6666666666667,77,60.5,99,0.00505618641546251,7,317
"EYNE_POP3",2003,"Autres sites",4.28044535553993,948.065927491028,32.7039627039627,104.849459285423,100,4,4,0,58.5,65,92,3,34.4,6.81424657534247,0.245016438356164,223.1,0.857,907.2,65.7665753424658,1634.46904109589,2.10958904109589,85,256,49,172,0.284883720930233,61.3265306122449,80,61,102,0.0816902154571709,8,279
"EYNE_POP3",2004,"Autres sites",3.38796585845356,825.403231666481,38.9908702408702,118.109674878337,134,7,6,1,57.6,67,97,5,23,6.01803278688525,0.239743169398907,142.3,0.573,858.3,65.35,1624.64480874317,2.06857923497268,73,260,62,188,0.329787234042553,63.1129032258064,89,63,102,0.0917675216001016,5,318
"EYNE_POP3",2005,"Autres sites",3.27452401847945,804.821978297628,38.4744503862151,108.600485424417,138,2,1,1,66.5,71,96,2,36.1,6.23808219178082,0.225169863013699,167.7,0.73,895,62.6915068493151,1641.66219178082,2.14739726027397,77,211,62,135,0.459259259259259,63.0967741935484,82,62.5,160,0.264912966946998,3,314
"EYNE_POP3",2006,"Autres sites",4.39995500249756,631.35512094262,23.3547008547008,100.332964276864,89,0,0,0,NA,29,96,0,44.3,7.61616438356164,0.225402739726027,209.5,0.834,950.9,62.2367123287671,1638.38684931507,2.32301369863014,104,220,8,117,0.0683760683760684,57.375,82,53,220,NA,4,279
"EYNE_POP3",2007,"Autres sites",3.91305092762613,641.203548370528,6.6480334823988,104.250391025512,98,1,1,0,82,82,112,1,32.8,6.82054794520548,0.219021917808219,43.4,0.228,932.7,63.0504109589041,1699.31397260274,2.26739726027397,41,225,13,185,0.0702702702702703,53.3076923076923,82,51,41,0.102618259135212,7,313
"EYNE_POP3",2008,"Autres sites",3.65564967677072,895.978162913461,22.388838013838,111.166651619988,103,3,3,0,54.3,65,96,2,23,6.29699453551913,0.230505464480874,78.2,0.349,860.1,66.1281420765027,1643.81775956284,2.03087431693989,70,248,57,179,0.318435754189944,65.7894736842105,85,67,218,0.809437386569871,3,326
"EYNE_POP3",2009,"Autres sites",3.87206559254107,807.336227273089,34.7364672364672,111.363447873696,126,5,4,1,69.4,85,127,5,23,7.00821917808219,0.235506849315068,139.2,0.611,951.1,64.7164383561644,1665.63780821918,2.32602739726027,93,258,35,166,0.210843373493976,62.0285714285714,84,63,249,2.22950819672132,4,321
"EYNE_POP3",2010,"Autres sites",2.92683846479414,922.072208739747,36.1111111111111,116.284449361272,136,4,1,3,66,84,99,4,21.3,5.47561643835616,0.242427397260274,99.4,0.509,845.6,68.1506849315068,1590.43808219178,2.56876712328767,79,213,31,135,0.22962962962963,60.0645161290323,80,59,200,0.439097744360902,8,297
"EYNE_POP3",2011,"Autres sites",4.39421842334423,841.257423133912,19.1132478632479,98.4232596548897,91,1,1,0,70,70,92,0,47.5,7.37506849315068,0.229915068493151,78.9,0.4,929.9,66.7093150684932,1667.62082191781,2.40794520547945,69,239,15,171,0.087719298245614,59.4,83,55,207,0.852409638554217,8,323
"EYNE_POP3",2012,"Autres sites",4.18266581105676,608.566651290358,14.0724206349206,101.487806308392,117,1,1,0,46,46,92,1,31.1,7.23579234972678,0.224295081967213,40.7,0.247,971,63.1543715846995,1634.50655737705,2.7068306010929,45,242,36,198,0.181818181818182,62.25,82,63.5,188,0.0290507702023666,5,327
"EYNE_POP3",2013,"Autres sites",3.22998170404281,992.56009975697,35,107.639136611426,120,3,3,0,59.7,74,100,3,24.6,6.40356164383562,0.246301369863014,137.9,0.606,858.5,67.3594520547945,1549.24136986301,2.79808219178082,81,227,66,147,0.448979591836735,68.3939393939394,87,69,95,0.158679749287178,1,301
"EYNE_POP3",2014,"Autres sites",4.17909783223259,1008.48017638288,31.0803167420814,101.563009863034,105,2,2,0,49,54,102,2,31.1,6.78739726027397,0.259723287671233,198.9,0.739,842.6,69.2095890410959,1539.41260273973,2.61753424657534,101,209,32,109,0.293577981651376,59.59375,78,60.5,208,NA,4,313
"EYNE_POP3",2015,"Autres sites",4.31109067610757,839.103176820596,20.0399479747306,101.139394900729,87,0,0,0,NA,18,96,0,49.2,7.77917808219178,0.243745205479452,95.2,0.394,946.9,63.3347945205479,1584.82657534247,2.32054794520548,83,224,20,142,0.140845070422535,53.45,72,53.5,219,NA,8,297
"EYNE_POP3",2016,"Autres sites",3.46828654347727,779.494768890083,20.7380698005698,114.130241897015,102,2,2,0,61.5,72,94,2,45.9,7.16120218579235,0.239013661202186,55,0.245,865.6,67.1191256830601,1531.70464480874,2.06584699453552,67,240,56,174,0.32183908045977,59.875,86,58,172,0.199136702413495,9,320
"EYNE_POP3",2017,"Autres sites",4.82056648031079,900.07004093698,29.6003016591252,90.9860655045057,118,4,4,0,55.5,66,99,4,53.3,7.35561643835616,0.241934246575342,103,0.432,951.2,62.918904109589,1601.15315068493,2.35808219178082,94,238,46,145,0.317241379310345,65.5434782608696,88,65,209,0.63338997451147,4,304
"EYNE_POP3",2018,"Autres sites",3.91086102693174,1278.20650449273,35.9027777777778,106.579112240659,116,9,9,0,61.6,78,115,5,21.3,6.72,0.252465753424658,188.7,0.662,840.1,69.666301369863,1486.41479452055,2.34191780821918,64,224,27,161,0.167701863354037,59.1481481481481,72,60,159,0.182100508187465,9,281
"EYNE_POP3",2019,"Autres sites",4.25138933633046,796.553611226266,22.4046840958606,105.5026086113,102,1,1,0,60,60,117,1,32.8,7.66684931506849,0.245597260273973,97.6,0.385,1008.2,61.081095890411,1680.28164383562,2.54657534246575,72,194,40,123,0.32520325203252,63.4,84,64.5,158,0.398768336562413,7,286
"EYNE_POP3",2020,"Autres sites",4.19669168436096,1080.85006018333,23.7578557063851,103.488304681445,72,0,0,0,NA,20,94,0,41,7.9879781420765,0.275112021857923,204.1,0.843,908.9,66.1830601092896,1522.48196721311,2.21475409836066,35,177,24,143,0.167832167832168,59.375,87,57.5,135,0.248570098430435,8,308
"EYNE_POP3",2021,"Autres sites",3.58195745581459,685.71706949833,22.5274725274725,108.264430102926,55,0,0,0,NA,0,91,0,34.4,7.24931506849315,0.24587397260274,146.5,0.754,885.9,65.6613698630137,1546.78465753425,2.29013698630137,80,221,47,142,0.330985915492958,63.9148936170213,85,63,103,0.217240135899141,7,NA
"NOHEDES",2000,"NOHEDES",5.78914617279805,942.521916248077,7.02479338842975,68.300139440347,56,0,0,0,NA,0,92,0,25,12.1543715846995,0.288401639344262,22.6,0.112,870.2,68.6371584699454,1461.62404371585,1.72185792349727,116,235,16,120,0.133333333333333,52.125,73,50,168,0.143449854547188,5,284
"NOHEDES",2001,"NOHEDES",5.36643019892795,816.493423447299,26.1574074074074,71.8553837693752,113,1,1,0,49,49,92,1,31.1,11.8580821917808,0.285178082191781,68.5,0.357,894.2,67.7342465753425,1483.14465753425,1.79534246575342,74,229,24,156,0.153846153846154,53.9166666666667,71,50.5,107,0.130229855371901,7,292
"NOHEDES",2002,"NOHEDES",5.17385987854388,1068.09475457413,12.6182151182151,68.4296721267734,107,4,4,0,49.5,63,109,3,33.3,11.6213698630137,0.299539726027397,49.7,0.189,815.4,71.0717808219178,1377.74575342466,1.68356164383562,69,222,31,154,0.201298701298701,52.6451612903226,72,51,177,0.305823117338003,12,282
"NOHEDES",2003,"NOHEDES",5.45718371886663,1141.68073906355,23.8200536062378,80.4252686030234,100,2,2,0,54,54,95,2,34.4,12.2394520547945,0.290243835616438,141.2,0.807,897.5,69.8301369863014,1443.04109589041,1.74958904109589,9,214,19,206,0.0922330097087379,51.3157894736842,75,46,98,0.167829391781963,11,268
"NOHEDES",2004,"NOHEDES",5.14014810900375,1114.89659685204,18.2128356393062,83.1451870033936,92,1,1,0,46,46,94,0,32.8,11.6153005464481,0.294672131147541,64.8,0.239,869.6,68.8737704918033,1447.50218579235,1.70027322404372,74,199,43,126,0.341269841269841,50.4883720930233,67,51,149,0.212859139617953,8,267
"NOHEDES",2005,"NOHEDES",4.86585763428576,906.635271971909,26.1489898989899,79.6279148444286,77,0,0,0,NA,34,91,0,41,11.5780821917808,0.286690410958904,66.8,0.303,935.9,66.44,1530.76082191781,1.88958904109589,77,201,36,125,0.288,55.1666666666667,74,53,158,0.275905912269548,7,266
"NOHEDES",2006,"NOHEDES",6.11322779847782,755.425751675138,21.412037037037,66.5661711467455,79,0,0,0,NA,19,101,0,37.7,13.3980821917808,0.265915068493151,89.7,0.375,1055.3,65.2,1601.20465753425,2.22082191780822,100,202,7,103,0.0679611650485437,45.5714285714286,54,45,175,NA,6,277
"NOHEDES",2007,"NOHEDES",5.43900683680466,797.69736159501,10.5260942760943,73.0584933154095,80,0,0,0,NA,30,98,0,34.4,12.8046575342466,0.256221917808219,12.1,0.083,1022,65.4328767123288,1579.3904109589,2.14547945205479,102,135,9,34,0.264705882352941,53.7777777777778,66,52,115,0.40036563071298,1,271
